premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
The flower is to the right of the apple.	The apple is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the apple.	The apple is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the apple.	The apple is to the left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the apple.	The apple is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the apple.	The apple is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the apple.	The apple is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the apple.	The apple is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the apple.	The apple is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the apple.	The apple is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the apple.	The apple is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the apple.	The apple is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the apple.	The apple is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the apple.	The apple is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the apple.	The apple is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the apple.	The apple is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the computer.	The computer is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is on the right side of the computer.	The computer is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the computer.	The computer is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the computer.	The computer is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the computer.	The computer is right of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the computer.	The computer is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the computer.	The computer is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the computer.	The computer is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the computer.	The computer is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the computer.	The computer is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the computer.	The computer is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the computer.	The computer is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the computer.	The computer is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the computer.	The computer is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the computer.	The computer is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is to the right of the computer.	The computer is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the computer.	The computer is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the computer.	The computer is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the computer.	The computer is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the computer.	The computer is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the computer.	The computer is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the computer.	The computer is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the computer.	The computer is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the computer.	The computer is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the computer.	The computer is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the computer.	The computer is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the computer.	The computer is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the computer.	The computer is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the computer.	The computer is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the computer.	The computer is to the left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the computer.	The computer is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is right of the computer.	The computer is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the computer.	The computer is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the computer.	The computer is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the computer.	The computer is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the computer.	The computer is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the computer.	The computer is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the computer.	The computer is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the computer.	The computer is in front of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the computer.	The computer is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the computer.	The computer is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the computer.	The computer is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the plate.	The plate is left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the plate.	The plate is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the plate.	The plate is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the plate.	The plate is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the plate.	The plate is right of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the plate.	The plate is underneath the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the plate.	The plate is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the plate.	The plate is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the plate.	The plate is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the plate.	The plate is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the plate.	The plate is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the plate.	The plate is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the plate.	The plate is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the plate.	The plate is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the plate.	The plate is left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the plate.	The plate is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the plate.	The plate is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the plate.	The plate is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the plate.	The plate is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the plate.	The plate is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the plate.	The plate is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the plate.	The plate is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the plate.	The plate is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the plate.	The plate is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the plate.	The plate is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the plate.	The plate is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the plate.	The plate is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the plate.	The plate is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the plate.	The plate is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the plate.	The plate is to the left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the plate.	The plate is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is right of the plate.	The plate is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the plate.	The plate is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the plate.	The plate is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the plate.	The plate is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the plate.	The plate is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the plate.	The plate is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the plate.	The plate is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the plate.	The plate is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the plate.	The plate is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the plate.	The plate is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the plate.	The plate is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the bottle.	The bottle is left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the bottle.	The bottle is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the bottle.	The bottle is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the bottle.	The bottle is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is right of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is underneath the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is below the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the bottle.	The bottle is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the bottle.	The bottle is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the bottle.	The bottle is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the bottle.	The bottle is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is to the right of the bottle.	The bottle is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the bottle.	The bottle is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the bottle.	The bottle is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the bottle.	The bottle is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the bottle.	The bottle is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the bottle.	The bottle is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the bottle.	The bottle is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the bottle.	The bottle is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the bottle.	The bottle is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the bottle.	The bottle is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the bottle.	The bottle is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the bottle.	The bottle is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the bottle.	The bottle is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the bottle.	The bottle is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the bottle.	The bottle is to the left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the bottle.	The bottle is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the bottle.	The bottle is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the bottle.	The bottle is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the bottle.	The bottle is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the bottle.	The bottle is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the bottle.	The bottle is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the bottle.	The bottle is below the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the bottle.	The bottle is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the bottle.	The bottle is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the bottle.	The bottle is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the bottle.	The bottle is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the bottle.	The bottle is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is on the right side of the watch.	The watch is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the watch.	The watch is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the watch.	The watch is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the watch.	The watch is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the watch.	The watch is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is in front of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the watch.	The watch is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the watch.	The watch is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is to the right of the watch.	The watch is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the watch.	The watch is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is to the right of the watch.	The watch is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the watch.	The watch is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the watch.	The watch is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is in front of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the watch.	The watch is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the watch.	The watch is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the watch.	The watch is to the left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the watch.	The watch is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is right of the watch.	The watch is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the watch.	The watch is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the watch.	The watch is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is in front of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the watch.	The watch is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the watch.	The watch is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the phone.	The phone is left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the phone.	The phone is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the phone.	The phone is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the phone.	The phone is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the phone.	The phone is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the phone.	The phone is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the phone.	The phone is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the phone.	The phone is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the phone.	The phone is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the phone.	The phone is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the phone.	The phone is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the phone.	The phone is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the phone.	The phone is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the phone.	The phone is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the phone.	The phone is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is to the right of the phone.	The phone is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the phone.	The phone is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the phone.	The phone is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the phone.	The phone is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the phone.	The phone is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the phone.	The phone is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the phone.	The phone is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the phone.	The phone is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the phone.	The phone is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the phone.	The phone is in front of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the phone.	The phone is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the phone.	The phone is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the phone.	The phone is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the phone.	The phone is to the left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the phone.	The phone is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is right of the phone.	The phone is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the phone.	The phone is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the phone.	The phone is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is in front of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the phone.	The phone is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the phone.	The phone is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the desk.	The desk is left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the desk.	The desk is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the desk.	The desk is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is on the right side of the desk.	The desk is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the desk.	The desk is right of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the desk.	The desk is underneath the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the desk.	The desk is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the desk.	The desk is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the desk.	The desk is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the desk.	The desk is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the desk.	The desk is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the desk.	The desk is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is on the right side of the desk.	The desk is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is on the right side of the desk.	The desk is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the desk.	The desk is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is to the right of the desk.	The desk is to the left of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the desk.	The desk is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	contradiction	0
The flower is to the right of the desk.	The desk is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the desk.	The desk is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the desk.	The desk is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the desk.	The desk is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the desk.	The desk is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the desk.	The desk is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the desk.	The desk is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the desk.	The desk is in front of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the desk.	The desk is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is to the right of the desk.	The desk is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is to the right of the desk.	The desk is front the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the desk.	The desk is left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the desk.	The desk is to the left of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the desk.	The desk is on the left side of the flower.	entailment	orientation	left_right_one_hop	0	entailment	1
The flower is right of the desk.	The desk is to the right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the desk.	The desk is right of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the desk.	The desk is underneath the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the desk.	The desk is above the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the desk.	The desk is behind the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the desk.	The desk is below the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the desk.	The desk is on the right side of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the desk.	The desk is in front of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the desk.	The desk is on top of the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The flower is right of the desk.	The desk is in back of the flower.	contradiction	orientation	left_right_one_hop	1	entailment	0
The flower is right of the desk.	The desk is front the flower.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The pond is far from the bottle.	The pond is next to the bottle.	contradiction	distance	far_negative	0	contradiction	1
The pond is far from the bottle.	The bottle is next to the pond.	contradiction	distance	far_negative	1	contradiction	1
The pond is far from the bottle.	The pond is close to the bottle.	contradiction	distance	far_negative	0	contradiction	1
The pond is far from the bottle.	The bottle is close to the pond.	contradiction	distance	far_negative	1	contradiction	1
The pond is far from the bottle.	The pond is nearby the bottle.	contradiction	distance	far_negative	0	contradiction	1
The pond is far from the bottle.	The bottle is nearby the pond.	contradiction	distance	far_negative	1	contradiction	1
The pond is far from the bottle.	The pond is adjoin the bottle.	contradiction	distance	far_negative	2	contradiction	1
